rowid,kepoi_name,koi_score,koi_period,koi_eccen,koi_ror,koi_srho,koi_prad,koi_sma,koi_teq,koi_insol,koi_dor,koi_count,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,Predict
870,K01278.04,0.992,13.6396648,0,0.011586,0.73488,1.1,0.1034,717,62.6,19.33,5,5600,4.455,-0.36,0.872,0.793,,0
871,K01337.01,1,1.922799706,0,0.014398,2.6452,1.28,0.029,1215,514.44,8.026,1,5194,4.559,0.14,0.815,0.879,,0
872,K01603.01,1,3.02168007,0,0.012175,0.97869,1.31,0.0417,1332,744.35,7.79,1,6201,4.472,-0.2,0.989,1.058,,0
873,K01338.01,1,3.222975318,0,0.014062,0.96758,1.47,0.0412,1239,558.65,8.1,3,5823,4.427,-0.24,0.96,0.899,,0
876,K01339.01,1,4.16811839,0,0.015888,0.62014,2.28,0.0507,1277,628.73,8.29,1,5689,4.202,0.14,1.313,1,,0
881,K01402.01,1,7.13969705,0,0.020664,1.0168,2.24,0.075,965,205.23,13.99,1,6014,4.486,0.07,0.993,1.101,,0
882,K01403.01,1,18.75470238,0,0.028262,6.15483,1.67,0.1139,382,5.03,48.55,1,3976,4.721,-0.2,0.54,0.559,,0
885,K01212.01,0.997,11.30123036,0,0.015086,1.50389,1.85,0.0988,852,124.42,21.65,1,5730,4.34,0.16,1.122,1.005,,0
887,K01214.01,1,4.24153629,0,0.012577,1.28761,1.44,0.0491,1177,452.95,10.7,1,5776,4.34,-0.24,1.047,0.875,,0
888,K01215.01,1,17.32419108,0,0.0155,0.08469,3.14,0.1385,964,204.1,11.03,2,5968,3.972,0.04,1.857,1.179,,0
889,K01279.01,1,14.37457572,0,0.016643,1.15872,1.94,0.1137,779,87.24,23.3,2,5768,4.358,-0.04,1.067,0.946,,0
890,K01279.02,0.971,9.65188331,0,0.009238,1.03417,1.08,0.0872,890,148.32,17.2,2,5768,4.358,-0.04,1.067,0.946,,0
893,K01282.01,0.998,30.8639476,0,0.017519,0.03676,3.01,0.1978,743,72.05,12.28,1,5977,4.08,-0.04,1.571,1.081,,0
894,K00159.02,1,2.403640701,0,0.009671,0.5729,1.24,0.0355,1489,1164.85,5.59,2,5881,4.315,0.07,1.171,1.032,,0
896,K01341.01,1,4.51436096,0,0.013852,1.43366,1.84,0.055,1231,543.73,11.56,1,5940,4.306,0.12,1.215,1.091,,0
897,K01342.01,0.808,3.77359871,0,0.012228,1.63287,1.29,0.0453,1270,614.52,10.712,2,6224,4.404,-0.72,0.969,0.868,,0
898,K01342.02,1,8.18182189,0,0.016756,2.19654,1.77,0.0759,981,218.9,19.81,2,6224,4.404,-0.72,0.969,0.868,,0
899,K01404.01,0.999,13.32389352,0,0.025595,3.60222,1.26,0.0862,378,4.83,32.33,2,3751,4.813,-0.24,0.45,0.479,,0
900,K00167.01,1,4.919584997,0,0.019011,0.54735,2.86,0.0605,1312,702.13,8.88,1,6236,4.246,0.12,1.378,1.224,,0
901,K01405.01,0.996,11.41911886,0,0.025962,0.04542,3.32,0.107,921,170.33,6.79,1,6311,4.398,0.21,1.172,1.253,,0
902,K01406.01,1,11.36113254,0,0.023554,0.47666,2.6,0.1013,869,134.97,14.82,1,6244,4.46,-0.2,1.009,1.069,,0
905,K01215.02,0.999,33.0063185,0,0.015448,0.63651,3.13,0.2129,778,86.38,33.22,2,5968,3.972,0.04,1.857,1.179,,0
906,K01216.01,1,11.13127159,0,0.013138,1.28479,2.06,0.1036,952,194.31,20.34,1,5800,4.202,0.4,1.435,1.195,,0
908,K01218.01,0.999,29.6193891,0,0.016028,2.14179,1.74,0.1817,580,26.79,46.31,1,5618,4.401,0,0.996,0.911,,0
910,K00153.01,1,8.925079516,0,0.031128,1.46032,2.36,0.0763,628,36.89,18.32,2,4728,4.628,0.04,0.693,0.768,,0
911,K01283.01,0.998,8.0922105,0,0.009433,0.01516,1.44,0.0764,1089,331.65,3.74,1,5774,4.106,-0.26,1.395,0.907,,0
913,K00157.02,1,22.687155,0,0.028022,1.25461,3.2,0.1528,653,42.95,32.439,6,5657,4.364,0,1.046,0.921,,0
917,K01344.01,0.999,4.48758768,0,0.009999,1.01748,1.37,0.0528,1305,684.07,10.27,1,6060,4.227,-0.26,1.257,0.972,,0
922,K01409.01,1,16.56062577,0,0.031445,0.42179,2.94,0.1144,701,57.28,18.29,1,5818,4.436,-0.82,0.855,0.727,,0
923,K01410.01,1,15.74958583,0,0.024707,0.677,2.77,0.1266,777,86.18,20.7,1,6191,4.454,-0.1,1.025,1.088,,0
924,K01412.01,0.999,37.8145252,0,0.021172,0.07963,3.04,0.2341,626,36.25,18.19,1,5988,4.278,0.34,1.314,1.196,,0
925,K01413.01,0.986,12.64504291,0,0.016062,0.01018,1.55,0.0987,741,71.28,4.41,3,5607,4.447,-0.34,0.886,0.8,,0
926,K01413.02,0.999,21.5262958,0,0.014029,0.07303,1.36,0.1408,621,35.03,12.14,3,5607,4.447,-0.34,0.886,0.8,,0
927,K01413.03,0.935,33.8845825,0,0.017958,0.03922,1.74,0.1905,533,19.13,13.35,3,5607,4.447,-0.34,0.886,0.8,,0
928,K01220.01,0.997,6.40087137,0,0.012298,0.49446,1.91,0.0662,1109,357.44,10.23,1,5426,4.107,0.16,1.421,0.943,,0
929,K01221.01,1,30.1599411,0,0.013612,0.12435,4.54,0.213,836,115.69,18.15,2,5010,3.62,0.24,3.051,1.414,,0
930,K01221.02,0.981,51.0771048,0,0.010971,0.20697,3.66,0.3027,702,57.28,30.56,2,5010,3.62,0.24,3.051,1.414,,0
934,K01288.01,1,117.931108,0,0.088538,3.54676,10.36,0.4884,418,7.2,137.6,1,6392,4.425,-0.2,1.072,1.116,,0
944,K01353.01,1,125.8654019,0,0.101632,1.91026,12.37,0.4913,394,5.71,116.95,3,5933,4.342,-0.06,1.115,0.998,,0
945,K01353.02,1,34.5439452,0,0.021969,1.06197,2.67,0.2075,607,32.02,40.6,3,5933,4.342,-0.06,1.115,0.998,,0
946,K00168.01,1,10.74241765,0,0.018486,0.42989,3.06,0.0965,1008,243.94,13.79012,3,5761,4.091,0.06,1.518,1.036,,0
949,K01416.01,0.92,2.495780169,0,0.145407,0.40804,15.75,0.0355,1408,929.47,5.122,1,6039,4.426,-0.28,0.992,0.959,,0
956,K00153.02,1,4.75400072,0,0.026463,1.15331,2,0.0502,775,85.23,11.13,2,4728,4.628,0.04,0.693,0.768,,0
959,K00017.01,0.987,3.234699282,0,0.092633,0.76885,13.06,0.0435,1356,797.62,7.52,1,5640,4.236,0.34,1.291,1.047,,0
960,K00157.03,1,31.99552485,0,0.036106,1.58753,4.12,0.1921,582,27.17,44.1,6,5657,4.364,0,1.046,0.921,,0
964,K01355.01,0.995,51.92920654,0,0.053923,2.78995,8.49,0.2742,574,25.6,73.5,1,5671,4.128,0.14,1.442,1.017,,0
968,K00161.01,1,3.105507835,0,0.030988,1.38116,2.68,0.0399,980,217.91,8.9,1,4989,4.585,0.3,0.791,0.878,,0
972,K01422.01,1,5.841636615,0,0.033032,8.25995,1.38,0.0465,446,9.38,24.61,5,3526,4.866,-0.08,0.383,0.394,,0
980,K01298.01,1,11.00817635,0,0.033903,12.57304,2.15,0.0816,488,13.39,43.185,2,4141,4.684,-0.2,0.582,0.596,,0
981,K01299.01,0.981,52.5008645,0,0.027341,0.14258,12.41,0.3035,812,102.94,27.49,1,4976,3.331,-0.04,4.157,1.352,,0
982,K01300.01,1,0.63133171,0,0.020758,1.45293,1.2,0.0116,1322,726.72,3.13,1,4441,4.71,-0.98,0.53,0.526,,0
983,K01301.01,1,12.69905011,0,0.027241,1.93518,2.62,0.1019,686,52.55,25.5,2,5291,4.489,0.14,0.882,0.875,,0
989,K01422.03,0.985,10.8644095,0,0.027366,4.69366,1.14,0.0704,363,4.09,30.8,5,3526,4.866,-0.08,0.383,0.394,,0
990,K01423.01,1,124.4197175,0,0.056842,24.05796,10.3,0.479,416,7.07,270.02,1,5066,3.974,0.22,1.659,0.945,,0
991,K01424.01,1,1.219568047,0,0.01975,2.85159,1.51,0.0204,1252,578.96,6.075,1,4838,4.625,-0.04,0.701,0.778,,0
992,K01425.01,1,2.05388477,0,0.021331,1.63786,2.74,0.0313,1523,1271.11,7.15,1,5632,4.282,0.14,1.176,0.965,,0
993,K01426.01,1,38.86848956,0,0.028726,1.60443,2.81,0.2125,509,15.89,50.414,3,5618,4.46,-0.22,0.897,0.846,,0
994,K01236.01,0.086,35.7353616,0,0.029539,0.07669,5.47,0.2236,774,84.66,17.3,4,6366,4.045,-0.2,1.697,1.164,,0
995,K01236.02,0.242,12.30971679,0,0.020619,0.06379,3.82,0.1099,1104,350.46,7.99,4,6366,4.045,-0.2,1.697,1.164,,0
996,K01236.03,,54.4205407,0,0.027453,0.05127,3.2,0.2901,574,25.6,20.02,4,6781,4.422,-0.58,1.067,1.097,,0
999,K01238.01,1,27.07237655,0,0.020659,0.72049,2.18,0.181,605,31.58,30.33,1,5936,4.501,0.07,0.965,1.075,,0
1000,K01301.02,1,37.5142128,0,0.027815,1.88082,2.68,0.2099,478,12.38,51.9,2,5291,4.489,0.14,0.882,0.875,,0
1001,K01302.01,1,55.6391882,0,0.029803,0.30567,3.13,0.2901,478,12.33,36.8,1,5949,4.493,0,0.962,1.05,,0
1002,K00157.04,0.998,46.6856205,0,0.022055,1.51087,2.52,0.2472,513,16.41,55.84,6,5657,4.364,0,1.046,0.921,,0
1004,K01304.01,0.984,4.59726613,0,0.016167,1.65508,1.69,0.055,1105,352.4,12.27,1,5999,4.494,-0.06,0.959,1.045,,0
1009,K01713.02,1,2.240486703,0,0.019474,5.22057,1.22,0.0281,837,115.98,11.15,2,4198,4.689,-0.32,0.574,0.587,,0
1011,K01716.01,1,4.88084456,0,0.016458,2.40036,1.55,0.0527,879,141,14.46,1,4929,4.481,0.36,0.861,0.817,,0
1012,K01717.01,0.969,10.56137217,0,0.018973,0.09679,2.43,0.0954,867,133.56,8.29,1,5610,4.316,0.38,1.171,1.034,,0
1013,K01718.01,0.964,67.6690554,0,0.028764,0.58948,3.39,0.3214,495,14.24,52.3,2,6127,4.356,-0.3,1.08,0.964,,0
1014,K01488.01,1,3.949627144,0,0.025401,9.65223,2.32,0.0463,966,206.05,19.966,1,5155,4.523,0.14,0.836,0.849,,0
1017,K01491.01,1,3.148661555,0,0.022587,1.23727,2.15,0.039,1097,342.76,8.66,1,5258,4.458,-0.04,0.873,0.797,,0
1019,K01557.01,1,3.295701024,0,0.037296,4.60524,2.81,0.0392,875,138.38,13.83,4,4723,4.628,0.02,0.691,0.76,,0
1020,K01557.02,1,9.65349016,0,0.031946,3.54622,2.41,0.0803,611,32.98,25.95,4,4723,4.628,0.02,0.691,0.76,,0
1021,K01557.03,1,5.315954488,0,0.030923,13.08182,2.33,0.0539,746,73.19,26.9,4,4723,4.628,0.02,0.691,0.76,,0
1022,K00180.01,1,10.04556377,0,0.023478,2.74514,2.19,0.0896,766,81.61,24.47,1,5632,4.554,-0.04,0.853,0.952,,0
1023,K01557.04,1,1.499144441,0,0.014494,3.8849,1.09,0.0232,1137,395.06,7.73,4,4723,4.628,0.02,0.691,0.76,,0
1024,K01606.01,1,5.082748362,0,0.014971,8.00121,1.4,0.0572,928,175.06,22.19,1,5430,4.555,0.18,0.858,0.961,,0
1026,K01608.01,1,9.17617167,0,0.01313,1.02261,1.66,0.085,960,200.99,16.573,3,5903,4.3,-0.1,1.156,0.974,,0
1027,K01608.02,0.998,19.7383992,0,0.01279,0.48868,1.61,0.1417,744,72.32,21.6,3,5903,4.3,-0.1,1.156,0.974,,0
1028,K01609.01,0.996,41.6980186,0,0.019191,2.00587,2.03,0.2359,537,19.61,56.91,1,5997,4.466,-0.14,0.971,1.004,,0
1030,K01721.01,1,52.6298542,0,0.023543,1.79838,3.68,0.2689,544,20.65,64.1,1,5339,4.096,0.2,1.433,0.933,,0
1031,K00192.01,0.991,10.29099413,0,0.089546,1.42075,13.43,0.0906,996,233.08,19.961,1,5803,4.134,-0.18,1.373,0.937,,0
1032,K01722.01,0.82,14.8783945,0,0.017825,0.09884,1.63,0.1153,692,54.19,10.5,1,5822,4.557,-0.28,0.837,0.92,,0
1033,K01723.01,0.992,59.6222627,0,0.03337,0.26091,3.63,0.3059,486,13.23,36.6,1,6108,4.471,-0.08,0.997,1.072,,0
1036,K01495.01,0.999,15.59466045,0,0.027042,0.99953,2.74,0.122,718,62.88,23.42,1,5900,4.5,-0.1,0.929,0.995,,0
1037,K00174.01,0.999,56.35407916,0,0.033885,2.63903,2.59,0.2537,352,3.63,76.2,1,4802,4.582,-0.22,0.701,0.686,,0
1045,K01612.01,1,2.465024332,0,0.005276,6.22621,0.69,0.0359,1561,1406.11,12.6,1,6139,4.291,-0.18,1.194,1.016,,0
1046,K01613.01,1,15.86624787,0,0.009192,0.2639,1.31,0.1225,879,141.18,15.2,3,6099,4.193,-0.3,1.308,0.974,,0
1048,K00188.01,0.995,3.797018259,0,0.108759,3.3259,10.07,0.0457,982,219.64,13.635,1,5167,4.527,0.24,0.848,0.883,,0
1049,K01615.01,1,1.340596782,0,0.009466,2.63042,1.16,0.0247,1783,2393.35,6.299,1,5992,4.385,0.18,1.125,1.122,,0
1050,K01724.01,1,17.42393582,0,0.031088,0.1136,3.29,0.1311,722,64.13,12.22,1,6018,4.46,-0.2,0.969,0.986,,0
1051,K01725.01,1,9.8786461,0,0.034764,13.63743,1.6,0.0692,393,5.65,41.282,1,3609,4.843,-0.06,0.422,0.452,,0
1052,K01726.01,0.748,44.96407458,0,0.025141,3.24935,2,0.2298,379,4.89,70.29,1,4827,4.615,0.14,0.729,0.817,,0
1053,K01727.01,0.998,49.7700907,0,0.057313,0.2356,5.12,0.2559,455,10.16,31.4,1,5774,4.567,-0.3,0.818,0.907,,0
1056,K01498.01,0.997,5.83376197,0,0.022847,0.273,2.98,0.0687,1143,403.49,7.89,2,6213,4.387,0.36,1.195,1.27,,0
1058,K01499.01,1,14.16400071,0,0.024336,1.61099,2.35,0.1057,694,54.95,25.755,3,5440,4.438,-0.24,0.885,0.782,,0
1060,K01563.01,1,5.48711441,0,0.037656,0.50287,3.24,0.0571,836,115.29,9.28,4,5103,4.562,0.04,0.787,0.823,,0
1061,K01563.02,0.999,8.29084167,0,0.037401,0.14861,3.21,0.0752,728,66.47,8.14,4,5103,4.562,0.04,0.787,0.823,,0
1063,K01563.04,1,16.73869035,0,0.029747,6.3351,2.56,0.1201,576,26.06,45.4,4,5103,4.562,0.04,0.787,0.823,,0
1066,K01616.01,0.999,13.93291548,0,0.01259,0.5853,1.66,0.1175,852,124.53,18.18,2,6026,4.321,0.1,1.207,1.113,,0
1067,K01618.01,0.912,2.36436762,0,0.004888,0.52043,0.82,0.0382,1752,2228.09,5.358,1,6250,4.184,0.32,1.543,1.326,,0
1069,K01621.01,1,20.31047472,0,0.011737,1.16428,2.41,0.1549,931,177.81,29.39,1,6065,3.97,0,1.877,1.197,,0
1071,K01626.01,1,2.53475568,0,0.022945,0.04134,2.02,0.0339,1218,519.95,2.41,1,5662,4.532,-0.44,0.806,0.808,,0
1073,K01732.01,1,43.3167427,0,0.028621,3.18525,2.42,0.2288,459,10.47,68.11,1,5654,4.59,-0.38,0.774,0.865,,0
1076,K01501.01,1,2.617028373,0,0.019867,2.66491,1.57,0.0331,996,233.23,9.88,1,4831,4.568,-0.14,0.724,0.706,,0
1079,K01503.01,1,150.2412582,0,0.044645,0.95103,4.6,0.5375,327,2.72,104.3,1,5604,4.451,0,0.943,0.916,,0
1080,K01564.01,0.989,53.44944498,0,0.053288,3.47971,5.82,0.2881,486,13.23,80.697,1,5919,4.485,0.21,1,1.114,,0
1083,K01567.01,1,7.24022418,0,0.027225,1.76296,2.14,0.0672,716,62.1,16.97,4,4955,4.61,-0.1,0.721,0.774,,0
1084,K01567.02,1,4.64622383,0,0.023132,0.35757,1.82,0.05,830,112.18,7.42,4,4955,4.61,-0.1,0.721,0.774,,0
1085,K01627.01,1,10.29674097,0,0.029321,4.08768,5.75,0.1009,1129,384.86,28.4,3,6068,4.04,0.16,1.797,1.294,,0
1087,K01628.01,1,19.74733983,0,0.020906,2.33083,2.62,0.1531,754,76.57,36.4,3,6243,4.406,0.21,1.149,1.226,,0
1088,K00189.01,0.982,30.36044536,0,0.131544,1.45568,10.99,0.1725,459,10.47,41.39,1,4939,4.541,-0.06,0.765,0.74,,0
1089,K01629.01,0.995,4.4096675,0,0.011829,0.83043,1.51,0.0544,1192,476.94,9.49,1,5836,4.347,0.3,1.166,1.1,,0
1092,K01746.01,0.998,11.79161234,0,0.018403,3.7482,2.41,0.1002,857,127.75,30.2,1,5619,4.264,0.14,1.199,0.962,,0
1094,K01749.01,1,26.964501,0,0.022247,4.45566,2.2,0.1773,573,25.56,55.53,1,5754,4.534,0.07,0.905,1.021,,0
1096,K01505.01,1,5.03257009,0,0.025553,0.02428,2.53,0.0575,1047,283.49,3.19,1,5970,4.521,-0.18,0.908,0.996,,0
1097,K01506.01,1,40.4286676,0,0.032104,0.16081,2.92,0.2244,494,14.08,24,1,5813,4.561,-0.28,0.833,0.925,,0
1098,K01507.01,1,21.3588236,0,0.023225,0.96612,2.52,0.1539,691,53.89,28.56,1,6170,4.472,-0.16,0.992,1.063,,0
1099,K01508.01,1,22.0459163,0,0.02939,0.2832,3.05,0.1572,640,39.69,19.38,1,5900,4.509,0.07,0.951,1.065,,0
1101,K01567.03,1,17.32670445,0,0.028301,0.63867,2.23,0.1203,535,19.38,21.64,4,4955,4.61,-0.1,0.721,0.774,,0
1102,K01567.04,0.999,44.8411168,0,0.034889,0.34096,2.75,0.2268,390,5.45,33.1,4,4955,4.61,-0.1,0.721,0.774,,0
1104,K01569.01,1,13.75207851,0,0.036806,1.11872,2.81,0.1015,556,22.57,22.4,1,4802,4.616,-0.1,0.699,0.738,,0
1105,K01570.01,1,6.33855946,0,0.029391,0.15324,3.31,0.0699,1034,270.47,6.88,1,6108,4.466,0.07,1.03,1.132,,0
1107,K01632.01,1,4.59489816,0,0.012245,0.05482,1.85,0.0566,1319,716.65,3.94,1,6056,4.217,0.1,1.381,1.148,,0
1108,K01633.01,0.977,32.2964275,0,0.019489,2.85696,1.9,0.1885,503,15.14,54.01,1,5246,4.47,0.14,0.891,0.854,,0
1109,K01637.01,1,2.97041801,0,0.020967,1.92074,1.7,0.0378,991,228.11,9.64,1,5068,4.608,-0.02,0.743,0.833,,0
1115,K00022.01,0.988,7.891448838,0,0.093464,0.98147,12.63,0.0813,1028,263.54,14.784,1,5972,4.313,0.24,1.237,1.148,,0
1117,K01511.01,1,2.578852119,0,0.017525,0.87558,1.63,0.0362,1230,540.56,6.75,1,5743,4.553,-0.14,0.853,0.949,,0
1119,K00176.01,1,30.22910274,0,0.021046,0.25832,3.49,0.2072,755,76.88,23.19,1,6325,4.188,0.16,1.518,1.296,,0
1123,K01572.01,1,9.80321143,0,0.027603,0.45345,2.99,0.0916,896,152.12,13.21,1,6170,4.472,-0.16,0.992,1.063,,0
1126,K01641.01,0.986,4.8538404,0,0.016263,0.07371,1.72,0.0569,1052,288.7,4.51,1,5778,4.483,0.14,0.968,1.038,,0
1127,K01643.01,0.996,11.04605365,0,0.016086,0.88069,1.8,0.0981,869,134.66,17.84,1,6093,4.429,-0.12,1.025,1.025,,0
1131,K01751.01,1,8.689301216,0,0.029843,4.75215,2.92,0.0774,782,88.24,26.669,2,5211,4.447,0.08,0.895,0.817,,0
1133,K00194.01,0.802,3.120828136,0,0.130153,1.37644,14.16,0.0428,1303,680.79,8.92,1,6122,4.471,-0.1,0.996,1.07,,0
1136,K01515.01,0.889,1.937029968,0,0.016332,5.31084,0.87,0.0242,802,97.94,10.175,2,4042,4.761,-0.62,0.49,0.505,,0
1137,K01515.02,0.991,7.06117322,0,0.022906,10.14331,1.23,0.0574,521,17.41,29.9,2,4042,4.761,-0.62,0.49,0.505,,0
1138,K01516.01,1,20.55331441,0,0.026301,0.31624,3.19,0.1542,749,74.49,19.19,1,6325,4.409,-0.04,1.112,1.157,,0
1139,K01517.01,1,40.0686713,0,0.028574,1.80017,3.1,0.2234,560,23.27,53.46,1,6026,4.411,-0.36,0.992,0.924,,0
1140,K01574.01,1,114.73658,0,0.06617,0.38451,12.28,0.4572,476,12.13,64.44,4,5597,3.963,-0.18,1.699,0.969,,0
1141,K01574.02,0,191.239133,0,0.034854,0.05543,6.47,0.6428,401,6.14,47.5,4,5597,3.963,-0.18,1.699,0.969,,0
1144,K01576.01,1,10.41572666,0,0.02789,1.88209,3.01,0.0917,797,95.64,22.1,3,5511,4.426,0.2,0.987,0.947,,0
1145,K01647.01,0.999,14.97031664,0,0.015631,0.53698,2.53,0.1215,883,143.33,18.53,3,5726,4.123,0.21,1.483,1.066,,0
1146,K01647.02,0.987,32.2753853,0,0.01424,0.22738,2.31,0.2027,683,51.5,23.22,3,5726,4.123,0.21,1.483,1.066,,0
1151,K01760.01,0.677,5.52418625,0,0.02055,1.48079,2.25,0.0583,976,214.86,13.37,2,5334,4.372,0.16,1.004,0.865,,0
1152,K01760.02,0.972,8.77514782,0,0.017427,1.60022,1.91,0.0794,837,115.84,18.68,2,5334,4.372,0.16,1.004,0.865,,0
1155,K01518.01,1,27.5071114,0,0.026833,0.11046,2.58,0.1771,569,24.71,16.41,1,5783,4.539,-0.08,0.88,0.977,,0
1156,K01519.01,1,5.1443645,0,0.015692,2.30549,1.55,0.0549,923,171.63,14.77,2,5157,4.445,0.18,0.904,0.83,,0
1157,K01520.01,1,18.45848388,0,0.024147,0.86583,2.5,0.1301,632,37.81,25,1,5311,4.419,0.14,0.948,0.859,,0
1158,K01521.01,1,25.9421582,0,0.022458,1.98748,1.95,0.165,501,14.85,41.4,1,5167,4.585,0.16,0.796,0.891,,0
1160,K01576.02,1,13.08424286,0,0.025138,1.64444,2.71,0.1068,739,70.51,24.6,3,5511,4.426,0.2,0.987,0.947,,0
1161,K00183.01,0.995,2.684328541,0,0.121923,1.63862,12.73,0.036,1265,603.57,8.546,1,5561,4.411,-0.1,0.956,0.859,,0
1163,K01577.01,1,2.806243488,0,0.022156,5.86933,1.41,0.0328,771,83.53,13.469,1,4153,4.684,-0.22,0.581,0.595,,0
1166,K01650.01,1,6.53194024,0,0.028965,0.33841,3.09,0.065,907,159.66,9.14,2,5301,4.391,0.16,0.977,0.856,,0
1167,K01651.01,0.994,51.3011844,0,0.020447,2.98696,2.07,0.2716,492,13.86,74.62,1,6032,4.508,-0.18,0.929,1.014,,0
1169,K01655.01,1,0.938466959,0,0.013337,3.78199,1.58,0.0182,1876,2919.17,5.6049,1,5499,4.323,0.12,1.087,0.906,,0
1171,K00195.01,1,3.217518511,0,0.115425,2.21495,11.38,0.041,1185,464.73,10.662,1,5720,4.473,-0.22,0.903,0.882,,0
1172,K01779.01,1,4.66271902,0,0.037636,1.45678,3.86,0.0556,1039,274.98,11.87,2,5729,4.514,0.21,0.939,1.051,,0
1173,K01779.02,1,11.8150174,0,0.033946,0.73642,3.48,0.1033,762,79.66,17.58,2,5729,4.514,0.21,0.939,1.051,,0
1174,K01781.01,1,7.834433676,0,0.04418,1.21437,3.47,0.0714,689,53.33,15.79,3,4920,4.62,0.07,0.72,0.822,,0
1175,K01781.02,1,3.005156911,0,0.027938,0.58859,2.2,0.0377,949,191.27,6.55,3,4920,4.62,0.07,0.72,0.822,,0
1176,K01522.01,0.998,33.3856176,0,0.022235,1.37423,2.48,0.2012,580,26.73,43.3,2,5833,4.407,-0.04,1.022,0.974,,0
1179,K01525.01,1,7.71467686,0,0.016382,0.074,4.65,0.0915,1622,1636.72,6.15,2,6900,3.843,0,2.599,1.714,,0
1180,K01526.01,1,4.4444826,0,0.01451,0.04553,1.71,0.0552,1217,518.45,3.62,1,6240,4.426,-0.02,1.079,1.135,,0
1183,K01581.02,0.994,144.551628,0,0.034847,0.04049,3.06,0.5164,303,1.99,35.5,2,5510,4.572,-0.16,0.803,0.877,,0
1185,K01583.01,1,8.04727721,0,0.025096,0.03752,2.33,0.077,855,126.56,5.05,1,5840,4.553,-0.24,0.849,0.942,,0
1186,K01584.01,0.998,5.87063416,0,0.021514,1.46624,1.44,0.0545,616,33.99,13.88,1,4166,4.66,-0.06,0.612,0.624,,0
1187,K00191.01,0.998,15.35876777,0,0.112441,1.85072,10.89,0.1157,662,45.46,28.47,4,5422,4.484,0.02,0.887,0.874,,0
1197,K01528.01,1,3.989544192,0,0.012443,8.59056,0.93,0.0449,903,157.1,19.33,1,5229,4.643,-0.42,0.688,0.765,,0
1198,K01529.01,1,17.9776037,0,0.014377,0.56653,1.58,0.1372,752,75.61,21.31,2,6296,4.46,-0.26,1.006,1.066,,0
1199,K01529.02,1,11.8693144,0,0.009947,0.34007,1.09,0.104,864,131.58,13.63,2,6296,4.46,-0.26,1.006,1.066,,0
1200,K01530.01,1,12.98494603,0,0.01467,2.77985,1.64,0.1055,818,105.74,29.15,1,5948,4.384,-0.26,1.025,0.93,,0
1202,K01585.01,1,19.17893976,0,0.024928,1.28042,2.4,0.1392,640,39.65,29.2,1,5767,4.538,-0.06,0.881,0.979,,0
1203,K01586.01,1,6.99130452,0,0.023477,2.0883,1.95,0.0679,716,62.05,17.54,1,4847,4.606,0.36,0.761,0.86,,0
1205,K01588.01,1,3.517494725,0,0.023021,2.72472,1.42,0.0378,704,58.08,12.12,1,4132,4.699,-0.3,0.564,0.578,,0
1206,K01665.01,0.993,6.93365167,0,0.011969,0.05889,1.7,0.0715,1104,351.27,5.31,2,5861,4.212,0,1.304,1.01,,0
1208,K01669.01,0.989,61.0373591,0,0.019179,0.92023,3.38,0.3359,610,32.74,56.59,1,6309,4.154,0.28,1.614,1.358,,0
1209,K01672.01,0.991,33.8677783,0,0.030574,1.63128,2.31,0.1805,394,5.69,46.2,1,4564,4.593,-0.06,0.691,0.683,,0
1217,K01531.01,1,5.69919592,0,0.011409,3.6456,1.16,0.0622,964,204.18,18.429,1,5646,4.493,0.12,0.932,0.986,,0
1218,K01532.01,0.997,18.11473813,0,0.016794,0.11727,2.49,0.1432,830,112.43,12.67,1,6109,4.247,0.14,1.36,1.194,,0
1219,K01533.01,1,6.24145791,0,0.011618,1.83138,1.6,0.067,1111,360.09,15.566,1,5810,4.25,0.1,1.259,1.026,,0
1220,K01534.01,1,20.4222447,0,0.012581,0.73981,1.78,0.1536,785,89.74,25.36,2,6119,4.274,0.1,1.299,1.157,,0
1221,K01589.01,0.998,8.72585478,0,0.023183,0.08514,2.86,0.0827,985,222.19,7,5,6036,4.326,-0.18,1.131,0.987,,0
1222,K01589.02,1,12.88291395,0,0.025515,0.0277,3.15,0.1072,865,132.23,6.24,5,6036,4.326,-0.18,1.131,0.987,,0
1223,K01589.03,1,27.4345973,0,0.020758,1.01206,2.56,0.1774,672,48.29,34.3,5,6036,4.326,-0.18,1.131,0.987,,0
1224,K01589.04,0.996,4.22453631,0,0.012939,0.24687,1.6,0.051,1254,584.24,6.15,5,6036,4.326,-0.18,1.131,0.987,,0
1225,K01589.05,0.996,44.5520266,0,0.018527,0.73477,2.29,0.2451,572,25.3,42.6,5,6036,4.326,-0.18,1.131,0.987,,0
1226,K01677.01,0.994,52.069002,0,0.021433,15.34753,2.92,0.2739,524,17.76,130.1,2,5565,4.251,0.32,1.246,1.008,,0
1231,K01683.01,0.997,9.11500269,0,0.015881,0.35789,1.78,0.0866,906,159.34,11.63,1,5962,4.431,0,1.028,1.039,,0
1233,K00172.01,1,13.7223682,0,0.021681,0.91895,2.23,0.1048,746,73.16,20.914,2,5637,4.399,-0.3,0.943,0.813,,0
1237,K01534.02,0.993,7.63846084,0,0.007869,0.82008,1.12,0.0797,1089,333.3,13.63,2,6119,4.274,0.1,1.299,1.157,,0
